# RM1120200.012                                                                
# Embrapa_ 02/02/2011 00:00:28 02/02/2011 00:01:29 0100 -060.0 -002.9 -90 00 30.0 1013.0
# 0000600 0010 0000600 0010 05                                                 
# 1 0 1 04000 1 0960 7.50 00355.o 0 0 00 000 12 000600 0.500 BT0               
# 1 1 1 04000 1 0960 7.50 00355.o 0 0 00 000 00 000600 3.1746 BC0              
# 1 0 2 04000 1 0990 7.50 00387.o 0 0 00 000 12 000600 0.020 BT1               
# 1 1 2 04000 1 0990 7.50 00387.o 0 0 00 000 00 000600 3.1746 BC1              
# 1 1 2 04000 1 0990 7.50 00408.o 0 0 00 000 00 000600 3.1746 BC2              
  212	  1.6197	  0.2333	  1.9982	  0.0333	  0.0000
  213	  1.6205	  0.1000	  1.9987	  0.0333	  0.0000
  214	  1.6252	  0.1333	  1.9998	  0.0000	  0.0000
  215	  1.6203	  0.2000	  1.9972	  0.0667	  0.0000
  216	  1.6191	  0.0667	  1.9980	  0.0000	  0.0000
  217	  1.6237	  0.1000	  1.9976	  0.1000	  0.0000
  218	  1.6158	  0.1000	  1.9982	  0.0000	  0.0000
  219	  1.6272	  0.1333	  1.9987	  0.0333	  0.0000
  220	  1.6201	  0.1333	  1.9992	  0.0000	  0.0000
  221	  1.6282	  0.1333	  1.9989	  0.0667	  0.0000
  222	  1.6223	  0.0000	  1.9991	  0.0333	  0.0000
  223	  1.6140	  0.0000	  1.9998	  0.0333	  0.0000
  224	  1.6213	  0.1000	  1.9999	  0.0333	  0.0000
  225	  1.6191	  0.2333	  1.9989	  0.0000	  0.0000
  226	  1.6162	  0.0333	  1.9983	  0.0000	  0.0000
  227	  1.6219	  0.1333	  1.9992	  0.0000	  0.0000
  228	  1.6241	  0.0667	  1.9986	  0.0333	  0.0000
  229	  1.6197	  0.0667	  1.9987	  0.0000	  0.0000
  230	  1.6233	  0.1000	  1.9979	  0.0333	  0.0000
  231	  1.6201	  0.2000	  1.9983	  0.0333	  0.0000
  232	  1.6282	  0.2000	  1.9991	  0.0000	  0.0000
  233	  1.6239	  0.1000	  1.9997	  0.0000	  0.0000
  234	  1.6282	  0.1000	  1.9982	  0.0000	  0.0000
  235	  1.6217	  0.1000	  1.9978	  0.0333	  0.0000
  236	  1.6176	  0.0667	  1.9991	  0.0333	  0.0000
  237	  1.6241	  0.0667	  1.9982	  0.0667	  0.0000
  238	  1.6241	  0.1667	  1.9978	  0.0000	  0.0000
  239	  1.6268	  0.1667	  1.9982	  0.0000	  0.0000
  240	  1.6219	  0.1667	  1.9977	  0.0000	  0.0000
  241	  1.6264	  0.1667	  1.9982	  0.0000	  0.0000
  242	  1.6274	  0.0000	  1.9966	  0.0000	  0.0000
  243	  1.6278	  0.0667	  1.9974	  0.0333	  0.0000
  244	  1.6248	  0.1333	  1.9984	  0.1000	  0.0000
  245	  1.6189	  0.0667	  1.9977	  0.0667	  0.0000
  246	  1.6199	  0.0667	  1.9995	  0.0333	  0.0000
  247	  1.6235	  0.1000	  1.9983	  0.0000	  0.0000
  248	  1.6243	  0.0333	  1.9979	  0.0000	  0.0000
  249	  1.6260	  0.1667	  1.9979	  0.0000	  0.0000
  250	  1.6300	  0.1333	  1.9980	  0.0000	  0.0000
  251	  1.6207	  0.0333	  1.9982	  0.0000	  0.0000
  252	  1.6211	  0.0667	  1.9985	  0.0000	  0.0000
  253	  1.6233	  0.0000	  1.9984	  0.0000	  0.0000
  254	  1.6231	  0.0000	  2.0000	  0.0000	  0.0000
  255	  1.6166	  0.0000	  1.9994	  0.0000	  0.0000
  256	  1.6148	  0.1333	  1.9991	  0.0000	  0.0000
  257	  1.6170	  0.1333	  1.9971	  0.0333	  0.0000
  258	  1.6180	  0.0667	  1.9980	  0.0333	  0.0000
  259	  1.6221	  0.1000	  1.9970	  0.0000	  0.0000
  260	  1.6142	  0.2000	  1.9967	  0.0000	  0.0000
  261	  1.6201	  0.0667	  1.9977	  0.0000	  0.0000
  262	  1.6231	  0.1000	  1.9981	  0.0333	  0.0000
  263	  1.6154	  0.1667	  1.9981	  0.0000	  0.0000
  264	  1.6182	  0.1000	  1.9976	  0.0000	  0.0000
  265	  1.6239	  0.0333	  1.9981	  0.0333	  0.0000
  266	  1.6229	  0.0333	  1.9981	  0.0000	  0.0000
  267	  1.6231	  0.1000	  1.9980	  0.0000	  0.0000
  268	  1.6239	  0.1000	  1.9977	  0.0333	  0.0000
  269	  1.6282	  0.1000	  1.9978	  0.0000	  0.0000
  270	  1.6252	  0.0000	  1.9992	  0.1000	  0.0000
  271	  1.6233	  0.0667	  1.9986	  0.0333	  0.0000
  272	  1.6300	  0.0667	  1.9980	  0.0000	  0.0000
  273	  1.6231	  0.1667	  1.9984	  0.0333	  0.0000
